Population,State,City
1365,Ohio,Russells Point
549,Ohio,Russellville
649,Ohio,Russia
2546,Ohio,Sabina
10988,Ohio,Sagamore Hills
12115,Ohio,Salem
1312,Ohio,Saline Township
1289,Ohio,Salineville
25401,Ohio,Sandusky
963,Ohio,Sardinia
930,Ohio,Seaman
4337,Ohio,Sebring
11699,Ohio,Seven Hills
3721,Ohio,Shadyside
27920,Ohio,Shaker Heights
2398,Ohio,Sharon Township
717,Ohio,Shawnee Hills
12247,Ohio,Shawnee Township
9050,Ohio,Sheffield Lake
9131,Ohio,Shelby
1500,Ohio,Shreve
20980,Ohio,Sidney
4770,Ohio,Silverton
4380,Ohio,Smith Township
1471,Ohio,Somerset
1778,Ohio,South Bloomfield
1675,Ohio,South Charleston
3959,Ohio,South Point
3825,Ohio,South Russell
381,Ohio,South Vienna
1975,Ohio,South Zanesville
2198,Ohio,Spencerville
17711,Ohio,Springboro
11192,Ohio,Springdale
6583,Ohio,"Springfield Township, Mahoning County"
17630,Ohio,"Springfield Township, Summit County"
5108,Ohio,St. Clairsville
7838,Ohio,St. Clair Township
2480,Ohio,St. Henry
34625,Ohio,Stow
2050,Ohio,St. Paris
2619,Ohio,Strasburg
16115,Ohio,Streetsboro
44583,Ohio,Strongsville
2215,Ohio,Sugarcreek
8187,Ohio,Sugarcreek Township
3691,Ohio,Swanton
851,Ohio,Sycamore
29363,Ohio,Sylvania Township
822,Ohio,Syracuse
995,Ohio,Thornville
9799,Ohio,Tipp City
283035,Ohio,Toledo
4937,Ohio,Toronto
372,Ohio,Tremont City
1047,Ohio,Tuscarawas
5389,Ohio,Uhrichsville
6393,Ohio,Union
3316,Ohio,Uniontown
13416,Ohio,University Heights
6640,Ohio,Upper Sandusky
2129,Ohio,Utica
629,Ohio,Valleyview
2016,Ohio,Valley View
10852,Ohio,Van Wert
10482,Ohio,Vermilion
3909,Ohio,Vienna Township
1290,Ohio,Village of Leesburg
21758,Ohio,Wadsworth
470,Ohio,Waite Hill
3065,Ohio,Walbridge
2250,Ohio,Walton Hills
14083,Ohio,Washington Court House
785,Ohio,Washingtonville
5496,Ohio,Waterville
7301,Ohio,Wauseon
4317,Ohio,Waverly
896,Ohio,Wayne
919,Ohio,Waynesburg
8241,Ohio,Weathersfield
5577,Ohio,Wellston
2755,Ohio,Wells Township
3468,Ohio,Wellsville
1355,Ohio,West Alexandria
13079,Ohio,West Carrollton
59435,Ohio,West Chester Township
37363,Ohio,Westerville
1133,Ohio,Westfield Center
4192,Ohio,West Jefferson
2303,Ohio,West Lafayette
32418,Ohio,Westlake
1784,Ohio,West Liberty
1468,Ohio,West Salem
3211,Ohio,West Union
18480,Ohio,Whitehall
4325,Ohio,Whitehouse
12635,Ohio,Wickliffe
2514,Ohio,Williamsburg
22374,Ohio,Willoughby
12439,Ohio,Wilmington
304,Ohio,Wilmot
1042,Ohio,Winchester
3820,Ohio,Wintersville
3283,Ohio,Woodlawn
871,Ohio,Woodmere Village
13817,Ohio,Worthington
8387,Ohio,Wyoming
3539,Ohio,Yellow Springs
501,Oklahoma,Achille
17170,Oklahoma,Ada
937,Oklahoma,Allen
4901,Oklahoma,Alva
6843,Oklahoma,Anadarko
2335,Oklahoma,Antlers
1447,Oklahoma,Apache
24793,Oklahoma,Ardmore
1945,Oklahoma,Arkoma
3098,Oklahoma,Atoka
36389,Oklahoma,Bartlesville
1492,Oklahoma,Beaver
1255,Oklahoma,Beggs
19529,Oklahoma,Bethany
6952,Oklahoma,Blackwell
1203,Oklahoma,Boise City
1188,Oklahoma,Boley
4239,Oklahoma,Bristow
4155,Oklahoma,Broken Bow
1027,Oklahoma,Caddo
2205,Oklahoma,Calera
201,Oklahoma,Caney
614,Oklahoma,Canton
1720,Oklahoma,Carnegie
644,Oklahoma,Carney
812,Oklahoma,Cashion
7168,Oklahoma,Catoosa
3093,Oklahoma,Chandler
3393,Oklahoma,Checotah
1967,Oklahoma,Chelsea
1501,Oklahoma,Cherokee
16201,Oklahoma,Chickasha
2111,Oklahoma,Chouteau
18953,Oklahoma,Claremore
786,Oklahoma,Clayton
9423,Oklahoma,Clinton
1981,Oklahoma,Coalgate
1161,Oklahoma,Colbert
5952,Oklahoma,Collinsville
1645,Oklahoma,Comanche
2903,Oklahoma,Cordell
9559,Oklahoma,Coweta
1483,Oklahoma,Crescent
7860,Oklahoma,Cushing
804,Oklahoma,Davenport
2736,Oklahoma,Davis
21959,Oklahoma,Del City
480,Oklahoma,Depew
882,Oklahoma,Dewar
3508,Oklahoma,Dewey
826,Oklahoma,Dibble
2909,Oklahoma,Drumright
23234,Oklahoma,Duncan
16585,Oklahoma,Durant
85974,Oklahoma,Edmond
2617,Oklahoma,Elgin
17743,Oklahoma,El Reno
49965,Oklahoma,Enid
2919,Oklahoma,Eufaula
2653,Oklahoma,Fairview
1194,Oklahoma,Fletcher
1044,Oklahoma,Forest Park
4123,Oklahoma,Fort Gibson
3825,Oklahoma,Frederick
1289,Oklahoma,Geary
11588,Oklahoma,Glenpool
1339,Oklahoma,Goodwell
6684,Oklahoma,Grove
10752,Oklahoma,Guthrie
12066,Oklahoma,Guymon
785,Oklahoma,Haileyville
5498,Oklahoma,Harrah
2041,Oklahoma,Hartshorne
1989,Oklahoma,Haskell
2786,Oklahoma,Healdton
2127,Oklahoma,Hennessey
5814,Oklahoma,Henryetta
3216,Oklahoma,Hinton
3678,Oklahoma,Hobart
5763,Oklahoma,Holdenville
2045,Oklahoma,Hollis
3558,Oklahoma,Hominy
2016,Oklahoma,Hooker
797,Oklahoma,Howe
5304,Oklahoma,Hugo
604,Oklahoma,Hulbert
967,Oklahoma,Hydro
7015,Oklahoma,Idabel
2480,Oklahoma,Jay
18357,Oklahoma,Jenks
2834,Oklahoma,Jones
1848,Oklahoma,Kiefer
4644,Oklahoma,Kingfisher
1615,Oklahoma,Kingston
1983,Oklahoma,Krebs
620,Oklahoma,Lahoma
417,Oklahoma,Lamont
98548,Oklahoma,Lawton
2209,Oklahoma,Lexington
2788,Oklahoma,Lindsay
1416,Oklahoma,Locust Grove
5163,Oklahoma,Lone Grove
1396,Oklahoma,Luther
3809,Oklahoma,Madill
2897,Oklahoma,Mangum
3089,Oklahoma,Mannford
2661,Oklahoma,Marietta
4618,Oklahoma,Marlow
1214,Oklahoma,Maysville
18277,Oklahoma,McAlester
526,Oklahoma,McCurtain
4110,Oklahoma,McLoud
423,Oklahoma,Medicine Park
1144,Oklahoma,Meeker
13794,Oklahoma,Miami
56590,Oklahoma,Midwest City
1649,Oklahoma,Minco
58628,Oklahoma,Moore
1225,Oklahoma,Mooreland
1457,Oklahoma,Morris
780,Oklahoma,Mountain View
3313,Oklahoma,Muldrow
18895,Oklahoma,Mustang
8479,Oklahoma,Newcastle
2267,Oklahoma,Newkirk
3836,Oklahoma,Nichols Hills
2458,Oklahoma,Nicoma Park
1023,Oklahoma,Ninnekah
6702,Oklahoma,Noble
886,Oklahoma,North Enid
3761,Oklahoma,Nowata
1020,Oklahoma,Oilton
3331,Oklahoma,Okemah
12345,Oklahoma,Okmulgee
1188,Oklahoma,Oologah
6080,Oklahoma,Pauls Valley
3567,Oklahoma,Pawhuska
2163,Oklahoma,Pawnee
2854,Oklahoma,Perkins
5079,Oklahoma,Perry
6384,Oklahoma,Piedmont
4011,Oklahoma,Pocola
24858,Oklahoma,Ponca City
721,Oklahoma,Porum
8529,Oklahoma,Poteau
2396,Oklahoma,Prague
9496,Oklahoma,Pryor
5965,Oklahoma,Purcell
1019,Oklahoma,Ringling
3277,Oklahoma,Roland
1238,Oklahoma,Rush Springs
8586,Oklahoma,Sallisaw
19180,Oklahoma,Sand Springs
320,Oklahoma,Sawyer
850,Oklahoma,Seiling
7498,Oklahoma,Seminole
30886,Oklahoma,Shawnee
1367,Oklahoma,Snyder
786,Oklahoma,South Coffeyville
168,Oklahoma,Sparks
4007,Oklahoma,Spencer
2161,Oklahoma,Spiro
2744,Oklahoma,Stigler
46834,Oklahoma,Stillwater
3988,Oklahoma,Stilwell
475,Oklahoma,Stonewall
1508,Oklahoma,Stratford
401,Oklahoma,Stringtown
2688,Oklahoma,Stroud
5018,Oklahoma,Sulphur
16509,Oklahoma,Tahlequah
6580,Oklahoma,Tecumseh
980,Oklahoma,Texhoma
9188,Oklahoma,The Village
3064,Oklahoma,Tishomingo
488,Oklahoma,Tryon
394498,Oklahoma,Tulsa
306,Oklahoma,Tushka
6284,Oklahoma,Tuttle
751,Oklahoma,Valliant
4161,Oklahoma,Verdigris
1411,Oklahoma,Vian
5578,Oklahoma,Vinita
8573,Oklahoma,Wagoner
2568,Oklahoma,Walters
1631,Oklahoma,Warner
10360,Oklahoma,Warr Acres
625,Oklahoma,Washington
2987,Oklahoma,Watonga
1313,Oklahoma,Waukomis
2018,Oklahoma,Waurika
917,Oklahoma,Waynoka
11529,Oklahoma,Weatherford
1005,Oklahoma,Weleetka
1586,Oklahoma,Westville
1250,Oklahoma,Wetumka
3454,Oklahoma,Wewoka
2804,Oklahoma,Wilburton
1730,Oklahoma,Wilson
12402,Oklahoma,Woodward
757,Oklahoma,Wright City
338,Oklahoma,Wyandotte
2187,Oklahoma,Wynnewood
1227,Oklahoma,Yale
24570,Oklahoma,Yukon
1624,Oregon,Amity
1144,Oregon,Athena
3738,Oregon,Aumsville
0,Oregon,Black Butte
3369,Oregon,Boardman
2022,Oregon,Carlton
17485,Oregon,Central Point
1938,Oregon,Columbia City
55218,Oregon,Corvallis
14803,Oregon,Dallas
8669,Oregon,Eagle Point
2573,Oregon,Gervais
34865,Oregon,Grants Pass
3203,Oregon,Hubbard
8661,Oregon,Independence
2813,Oregon,Jacksonville
37018,Oregon,Keizer
13034,Oregon,La Grande
15810,Oregon,Lebanon
7976,Oregon,Lincoln City
6377,Oregon,Madras
607,Oregon,Manzanita
32642,Oregon,McMinnville
76949,Oregon,Medford
9792,Oregon,Monmouth
3405,Oregon,Mount Angel
3422,Oregon,Myrtle Creek
16902,Oregon,Pendleton
4600,Oregon,Phoenix
1518,Oregon,Pilot Rock
27153,Oregon,Redmond
4098,Oregon,Reedsport
2173,Oregon,Rogue River
21890,Oregon,Roseburg
9380,Oregon,Silverton
2058,Oregon,Stanfield
7733,Oregon,Stayton
0,Oregon,Sunriver
6191,Oregon,Talent
4932,Oregon,Tillamook
1896,Oregon,Turner
7040,Oregon,Umatilla
2139,Oregon,Vernonia
5343,Oregon,Winston
24263,Oregon,Woodburn
1040,Oregon,Yamhill
1750,Pennsylvania,"Abington Township, Lackawanna County"
55559,Pennsylvania,"Abington Township, Montgomery County"
1845,Pennsylvania,Adamstown
12582,Pennsylvania,"Adams Township, Butler County"
5868,Pennsylvania,"Adams Township, Cambria County"
3918,Pennsylvania,Akron
2390,Pennsylvania,Alburtis
4150,Pennsylvania,Aldan
1918,Pennsylvania,Aleppo Township
9323,Pennsylvania,Aliquippa
6726,Pennsylvania,"Allegheny Township, Blair County"
8332,Pennsylvania,"Allegheny Township, Westmoreland County"
119277,Pennsylvania,Allentown
46103,Pennsylvania,Altoona
6514,Pennsylvania,Ambler
6963,Pennsylvania,Ambridge
12744,Pennsylvania,Amity Township
4852,Pennsylvania,Annville Township
1616,Pennsylvania,Apollo
7111,Pennsylvania,Archbald
3854,Pennsylvania,Armagh Township
5076,Pennsylvania,Arnold
2778,Pennsylvania,Ashland
223,Pennsylvania,Ashville
2796,Pennsylvania,Aspinwall
16873,Pennsylvania,Aston Township
3356,Pennsylvania,Athens
5243,Pennsylvania,Athens Township
569,Pennsylvania,Austin
4692,Pennsylvania,Avalon
1521,Pennsylvania,Avis
2665,Pennsylvania,Avoca
1431,Pennsylvania,Avondale
992,Pennsylvania,Avonmore Boro
4090,Pennsylvania,Baden
19810,Pennsylvania,Baldwin Borough
1984,Pennsylvania,Baldwin Township
1107,Pennsylvania,Bally
5241,Pennsylvania,Bangor
4149,Pennsylvania,Barrett Township
459,Pennsylvania,Beallsville
4473,Pennsylvania,Beaver
8720,Pennsylvania,Beaver Falls
853,Pennsylvania,Beaver Meadows
2778,Pennsylvania,Bedford
1404,Pennsylvania,Bell Acres
6353,Pennsylvania,Bellefonte
8347,Pennsylvania,Bellevue
2338,Pennsylvania,Bell Township
1809,Pennsylvania,Bellwood
1773,Pennsylvania,Ben Avon
374,Pennsylvania,Ben Avon Heights
60516,Pennsylvania,Bensalem Township
1936,Pennsylvania,Benton Area
2065,Pennsylvania,Berlin
6877,Pennsylvania,Bern Township
955,Pennsylvania,Bernville
10326,Pennsylvania,Berwick
1082,Pennsylvania,Bessemer
32392,Pennsylvania,Bethel Park
1187,Pennsylvania,"Bethel Township, Armstrong County"
4125,Pennsylvania,"Bethel Township, Berks County"
9102,Pennsylvania,"Bethel Township, Delaware County"
75135,Pennsylvania,Bethlehem
23873,Pennsylvania,Bethlehem Township
1206,Pennsylvania,Biglerville
5162,Pennsylvania,Birdsboro
4241,Pennsylvania,Birmingham Township
1978,Pennsylvania,Blacklick Township
3411,Pennsylvania,Blairsville
4573,Pennsylvania,Blair Township
6545,Pennsylvania,Blakely
1433,Pennsylvania,Blawnox
14563,Pennsylvania,Bloomsburg Town
1554,Pennsylvania,Blossburg
915,Pennsylvania,Blythe Township
1805,Pennsylvania,Bonneauville
1255,Pennsylvania,Boswell
4047,Pennsylvania,Boyertown
3249,Pennsylvania,Brackenridge
2151,Pennsylvania,Braddock
1876,Pennsylvania,Braddock Hills
8660,Pennsylvania,Bradford
4834,Pennsylvania,Bradford Township
1818,Pennsylvania,Branch Township
4614,Pennsylvania," Brecknock Township, Berks County"
9613,Pennsylvania,Brentwood
3020,Pennsylvania,Briar Creek Township
4574,Pennsylvania,Bridgeport
5140,Pennsylvania,Bridgeville
702,Pennsylvania,Bridgewater
8243,Pennsylvania,Brighton Township
9674,Pennsylvania,Bristol
54456,Pennsylvania,Bristol Township
2048,Pennsylvania,Brockway
8049,Pennsylvania,Brookhaven
3878,Pennsylvania,Brookville
2309,Pennsylvania,Brownsville
1402,Pennsylvania,Bryn Athyn
20396,Pennsylvania,Buckingham Township
7314,Pennsylvania,Buffalo Township
12144,Pennsylvania,Buffalo Valley Regional
1374,Pennsylvania,Burgettstown
8344,Pennsylvania,Bushkill Township
13577,Pennsylvania,Butler
17095,Pennsylvania," Butler Township, Butler County"
9427,Pennsylvania," Butler Township, Luzerne County"
5850,Pennsylvania," Butler Township, Schuylkill County"
4030,Pennsylvania," Caernarvon Township, Berks County"
7267,Pennsylvania,California
389,Pennsylvania,Callery
14090,Pennsylvania,Caln Township
6025,Pennsylvania,Cambria Township
2383,Pennsylvania,Cambridge Springs
7864,Pennsylvania,Camp Hill
8982,Pennsylvania,Canonsburg
1998,Pennsylvania,Canton
8869,Pennsylvania,Carbondale
18928,Pennsylvania,Carlisle
471,Pennsylvania,Carmichaels
7958,Pennsylvania,Carnegie
836,Pennsylvania,Carrolltown
5621,Pennsylvania," Carroll Township, Washington County"
6074,Pennsylvania," Carroll Township, York County"
3896,Pennsylvania,Carroll Valley
1934,Pennsylvania,Cass Township
8301,Pennsylvania,Castle Shannon
6510,Pennsylvania,Catasauqua
1527,Pennsylvania,Catawissa
11683,Pennsylvania,Cecil Township
11775,Pennsylvania,Center Township
3236,Pennsylvania,Centerville
9493,Pennsylvania,Central Berks Regional
4066,Pennsylvania,Chalfont
20381,Pennsylvania,Chambersburg
6756,Pennsylvania,Charleroi Regional
7938,Pennsylvania,Chartiers Township
36903,Pennsylvania,Cheltenham Township
355,Pennsylvania,Cherry Tree
34037,Pennsylvania,Chester
4132,Pennsylvania,Chester Township
1740,Pennsylvania,Cheswick
8152,Pennsylvania,Chippewa Township
1172,Pennsylvania,Christiana
3007,Pennsylvania,Churchill
6761,Pennsylvania,Clairton
5117,Pennsylvania,Clarion
6588,Pennsylvania,Clarks Summit
822,Pennsylvania,Claysville
6108,Pennsylvania,Clearfield
2119,Pennsylvania,Cleona
6654,Pennsylvania,Clifton Heights
2238,Pennsylvania,Coaldale
10417,Pennsylvania,Coal Township
13144,Pennsylvania,Coatesville
1114,Pennsylvania,Cochranton
6037,Pennsylvania,Colebrookdale District
5161,Pennsylvania,Collegeville
7543,Pennsylvania,Collier Township
8782,Pennsylvania,Collingdale
19575,Pennsylvania,Colonial Regional
10375,Pennsylvania,Columbia
2544,Pennsylvania,Colwyn
1966,Pennsylvania," Conemaugh Township, Cambria County"
7175,Pennsylvania," Conemaugh Township, Somerset County"
7099,Pennsylvania," Conewago Township, Adams County"
3495,Pennsylvania,Conewango Township
763,Pennsylvania,Confluence
3538,Pennsylvania,Conneaut Lake Regional
7567,Pennsylvania,Connellsville
3391,Pennsylvania,Conoy Township
7875,Pennsylvania,Conshohocken
2164,Pennsylvania,Conway
1907,Pennsylvania,Conyngham
754,Pennsylvania," Conyngham Township, Columbia County"
2406,Pennsylvania,Coopersburg
3228,Pennsylvania,Coplay
5661,Pennsylvania,Coraopolis
4188,Pennsylvania,Cornwall
6546,Pennsylvania,Corry
2554,Pennsylvania,Coudersport
735,Pennsylvania,Courtdale
2330,Pennsylvania,Covington Township
6401,Pennsylvania,Crafton
29062,Pennsylvania,Cranberry Township
2643,Pennsylvania,Crescent Township
1668,Pennsylvania,Cresson
4278,Pennsylvania,Cresson Township
2304,Pennsylvania,Croyle Township
6169,Pennsylvania," Cumberland Township, Adams County"
6493,Pennsylvania," Cumberland Township, Greene County"
15222,Pennsylvania,Cumru Township
2499,Pennsylvania,Curwensville
1203,Pennsylvania,Dale
2808,Pennsylvania,Dallas
9075,Pennsylvania,Dallas Township
1233,Pennsylvania,Dalton
4648,Pennsylvania,Danville
10680,Pennsylvania,Darby
9274,Pennsylvania,Darby Township
1966,Pennsylvania,Darlington Township
4519,Pennsylvania,Decatur Township
438,Pennsylvania,Delano Township
728,Pennsylvania,Delaware Water Gap
2652,Pennsylvania,Delmont
3867,Pennsylvania,Denver
24838,Pennsylvania," Derry Township, Dauphin County"
6061,Pennsylvania,Dickson City
2467,Pennsylvania,Donegal Township
4735,Pennsylvania,Donora
8573,Pennsylvania,Dormont
3337,Pennsylvania," Douglass Township, Berks County"
10345,Pennsylvania," Douglass Township, Montgomery County"
7932,Pennsylvania,Downingtown
8361,Pennsylvania,Doylestown
17575,Pennsylvania,Doylestown Township
2155,Pennsylvania,Dublin Borough
7685,Pennsylvania,Du Bois
1205,Pennsylvania,Duboistown
1029,Pennsylvania,Dunbar
14074,Pennsylvania,Dunmore
1017,Pennsylvania,Dunnstable Township
2718,Pennsylvania,Dupont
5555,Pennsylvania,Duquesne
4936,Pennsylvania,Duryea
7130,Pennsylvania,Earl Township
1432,Pennsylvania,East Bangor
1521,Pennsylvania,East Berlin
2331,Pennsylvania,East Bethlehem Township
7461,Pennsylvania,East Brandywine Township
10399,Pennsylvania,East Cocalico Township
1503,Pennsylvania,East Conemaugh
6765,Pennsylvania,East Coventry Township
1494,Pennsylvania,East Deer Township
6659,Pennsylvania,East Earl Township
7315,Pennsylvania,Eastern Adams Regional
4715,Pennsylvania,Eastern Pike Regional
7549,Pennsylvania,East Fallowfield Township
4042,Pennsylvania,East Franklin Township
23935,Pennsylvania,East Hempfield Township
16780,Pennsylvania,East Lampeter Township
2661,Pennsylvania,East Lansdowne
7196,Pennsylvania,East Marlborough Township
2709,Pennsylvania, East McKeesport
14107,Pennsylvania,East Norriton Township
852,Pennsylvania,East Norwegian Township
27001,Pennsylvania,Easton
20886,Pennsylvania,East Pennsboro Township
2859,Pennsylvania,East Penn Township
4515,Pennsylvania,East Petersburg
7300,Pennsylvania,East Pikeland Township
1818,Pennsylvania,East Pittsburgh
560,Pennsylvania,East Rochester
2661,Pennsylvania,East Taylor Township
10564,Pennsylvania,Easttown Township
1615,Pennsylvania,East Union Township
6858,Pennsylvania,East Vincent Township
2218,Pennsylvania,East Washington
10654,Pennsylvania,East Whiteland Township
3279,Pennsylvania,Ebensburg
9107,Pennsylvania,Economy
2410,Pennsylvania,Eddystone
3107,Pennsylvania,Edgewood
1682,Pennsylvania,Edgeworth
6450,Pennsylvania,Edinboro
4798,Pennsylvania,Edwardsville
356,Pennsylvania,Elderton
11562,Pennsylvania,Elizabethtown
13298,Pennsylvania,Elizabeth Township
1835,Pennsylvania,Elkland
2211,Pennsylvania,Elk Lick Township
7739,Pennsylvania,Ellwood City
612,Pennsylvania,Emlenton Borough
11338,Pennsylvania,Emmaus
1995,Pennsylvania,Emporium
2447,Pennsylvania,Emsworth
13541,Pennsylvania,Ephrata
10140,Pennsylvania,Ephrata Township
100814,Pennsylvania,Erie
3440,Pennsylvania,Etna
1786,Pennsylvania,Everett
5638,Pennsylvania,Exeter
25749,Pennsylvania," Exeter Township, Berks County"
2381,Pennsylvania," Exeter Township, Luzerne County"
1956,Pennsylvania,Fairchance
506,Pennsylvania,Fairfield
4525,Pennsylvania," Fairview Township, Luzerne County"
16915,Pennsylvania," Fairview Township, York County"
34234,Pennsylvania," Falls Township, Bucks County"
2380,Pennsylvania,Fawn Township
591,Pennsylvania,Fayette City
